0,0,0,-0.062801932,-0.299516908,-0.222222222,-0.594202899,-0.299516908,-0.821256039,-0.280193237,-1,-0.38647343,-0.550724638,-0.734299517,-0.531400966,-0.637681159,-0.473429952,-0.512077295,-0.468599034,-0.429951691,-0.352657005,-0.763285024,-0.357487923,-0.652173913,-0.314009662,-0.52173913,-0.304347826,-0.463768116,-0.164251208,-0.748792271,-0.193236715,-0.642512077,-0.164251208,-0.516908213,-0.149758454,-0.487922705,0.009661836,-0.70531401,-0.043478261,-0.608695652,-0.019323671,-0.497584541,-0.004830918
0,0,0,-0.06763285,-0.29468599,-0.22705314,-0.589371981,-0.314009662,-0.821256039,-0.29468599,-1,-0.396135266,-0.550724638,-0.748792271,-0.52173913,-0.652173913,-0.468599034,-0.52173913,-0.468599034,-0.439613527,-0.357487923,-0.77294686,-0.352657005,-0.661835749,-0.309178744,-0.536231884,-0.304347826,-0.47826087,-0.173913043,-0.758454106,-0.188405797,-0.647342995,-0.15942029,-0.526570048,-0.154589372,-0.507246377,0.004830918,-0.719806763,-0.043478261,-0.618357488,-0.019323671,-0.507246377,-0.009661836
0,0,0,-0.063106796,-0.300970874,-0.22815534,-0.587378641,-0.305825243,-0.82038835,-0.281553398,-1,-0.40776699,-0.54368932,-0.747572816,-0.519417476,-0.655339806,-0.466019417,-0.524271845,-0.461165049,-0.451456311,-0.354368932,-0.776699029,-0.349514563,-0.665048544,-0.305825243,-0.538834951,-0.296116505,-0.485436893,-0.165048544,-0.762135922,-0.184466019,-0.650485437,-0.155339806,-0.529126214,-0.145631068,-0.504854369,0.009708738,-0.708737864,-0.029126214,-0.606796117,-0.014563107,-0.5,-0.004854369
0,0,0,-0.067961165,-0.296116505,-0.22815534,-0.582524272,-0.305825243,-0.82038835,-0.286407767,-1,-0.412621359,-0.533980583,-0.742718447,-0.514563107,-0.645631068,-0.461165049,-0.514563107,-0.451456311,-0.45631068,-0.339805825,-0.766990291,-0.339805825,-0.660194175,-0.296116505,-0.533980583,-0.286407767,-0.485436893,-0.155339806,-0.752427184,-0.174757282,-0.645631068,-0.145631068,-0.524271845,-0.13592233,-0.5,0.024271845,-0.703883495,-0.019417476,-0.606796117,-0.004854369,-0.504854369,0.009708738
0,0,0,-0.071428571,-0.3,-0.228571429,-0.585714286,-0.304761905,-0.814285714,-0.285714286,-1,-0.404761905,-0.533333333,-0.738095238,-0.50952381,-0.638095238,-0.466666667,-0.50952381,-0.461904762,-0.452380952,-0.338095238,-0.761904762,-0.347619048,-0.652380952,-0.30952381,-0.523809524,-0.295238095,-0.485714286,-0.152380952,-0.747619048,-0.180952381,-0.647619048,-0.152380952,-0.528571429,-0.142857143,-0.50952381,0.023809524,-0.70952381,-0.028571429,-0.619047619,-0.00952381,-0.514285714,0.004761905
0,0,0,-0.076555024,-0.311004785,-0.23923445,-0.593301435,-0.315789474,-0.818181818,-0.306220096,-1,-0.43062201,-0.516746411,-0.765550239,-0.511961722,-0.66507177,-0.4784689,-0.531100478,-0.473684211,-0.473684211,-0.315789474,-0.789473684,-0.349282297,-0.679425837,-0.320574163,-0.550239234,-0.306220096,-0.502392344,-0.124401914,-0.765550239,-0.181818182,-0.669856459,-0.167464115,-0.550239234,-0.153110048,-0.511961722,0.043062201,-0.732057416,-0.033492823,-0.636363636,-0.023923445,-0.526315789,-0.004784689
0,0,0,-0.137614679,-0.330275229,-0.311926606,-0.610091743,-0.417431193,-0.821100917,-0.426605505,-1,-0.559633028,-0.550458716,-0.811926606,-0.52293578,-0.73853211,-0.495412844,-0.633027523,-0.495412844,-0.610091743,-0.357798165,-0.862385321,-0.371559633,-0.779816514,-0.344036697,-0.660550459,-0.325688073,-0.646788991,-0.174311927,-0.857798165,-0.21559633,-0.775229358,-0.197247706,-0.669724771,-0.178899083,-0.651376147,-0.009174312,-0.821100917,-0.064220183,-0.733944954,-0.055045872,-0.637614679,-0.041284404
0,0,0,-0.086294416,-0.335025381,-0.248730964,-0.604060914,-0.365482234,-0.827411168,-0.385786802,-1,-0.573604061,-0.54822335,-0.903553299,-0.512690355,-0.807106599,-0.446700508,-0.670050761,-0.436548223,-0.634517766,-0.345177665,-0.92893401,-0.329949239,-0.827411168,-0.274111675,-0.695431472,-0.269035533,-0.664974619,-0.147208122,-0.888324873,-0.152284264,-0.796954315,-0.111675127,-0.685279188,-0.106598985,-0.670050761,0.045685279,-0.827411168,0.005076142,-0.730964467,0.035532995,-0.629441624,0.045685279
0,0,0,-0.084577114,-0.343283582,-0.23880597,-0.616915423,-0.348258706,-0.835820896,-0.36318408,-1,-0.582089552,-0.537313433,-0.870646766,-0.512437811,-0.771144279,-0.462686567,-0.656716418,-0.457711443,-0.63681592,-0.333333333,-0.885572139,-0.323383085,-0.786069652,-0.278606965,-0.666666667,-0.278606965,-0.661691542,-0.139303483,-0.830845771,-0.139303483,-0.756218905,-0.114427861,-0.651741294,-0.109452736,-0.656716418,0.039800995,-0.781094527,0.014925373,-0.696517413,0.029850746,-0.606965174,0.029850746
0,0,0,-0.089552239,-0.323383085,-0.263681592,-0.597014925,-0.368159204,-0.825870647,-0.368159204,-1,-0.597014925,-0.562189055,-0.890547264,-0.502487562,-0.800995025,-0.427860697,-0.676616915,-0.422885572,-0.646766169,-0.383084577,-0.900497512,-0.313432836,-0.805970149,-0.248756219,-0.686567164,-0.258706468,-0.671641791,-0.194029851,-0.850746269,-0.129353234,-0.766169154,-0.089552239,-0.661691542,-0.099502488,-0.676616915,-0.014925373,-0.781094527,0.024875622,-0.691542289,0.049751244,-0.597014925,0.044776119
